SP Number,ImageUrl,Name,Background,Skull,Eyes,Clothes,Headwear,Accessory,Background,Skull,Eyes,Clothes,Headwear,Accessory,Price,Price USD,Score,Top,Rank
1618,https://d1mx8bduarpf8s.cloudfront.net/Qmbkd6gg24TThoJeAvW4MTkHbUvpAhyS6okzavDKVtxtrs,Skeleton Punk #1618,Gray Graveyard,Void,Holy,Motorcycle Jacket,Black Pompadour,Silver Cross,7.25,15.38,2.57,5.45,3.65,9.74,  ,0,115.24545745874887,77.80%,3940
3286,https://d1mx8bduarpf8s.cloudfront.net/QmRGVgRx8xDY6mggdsEoBHN4Fnj8JttGVrDU1eor3TW9oY,Skeleton Punk #3286,Purple Retro.jpg,Icy,Stoned,Skelly Tee,Purple Mohawk,None,3.67,14.08,3.04,7.78,3.10,34.52,  ,0,115.2159017463159,77.82%,3941
3719,https://d1mx8bduarpf8s.cloudfront.net/QmTjTxL9P1r6ErFrH1kdNqv7HPXBDmL7im68Lspe44PDMm,Skeleton Punk #3719,Mystical Desert,Grey,Dead,Skelly Tee,Purple Halo,Silver Earring,4.17,17.75,4.25,7.78,2.39,13.72,  ,0,115.1767763276864,77.84%,3942
1408,https://d1mx8bduarpf8s.cloudfront.net/Qma85oZwBmgVyBTcszKoc5EmyvNp3dsXBiZfCheCfd9zT8,Skeleton Punk #1408,Purple Graveyard,Icy,Black,Cyber Arm,Purple Hair,None,4.98,14.08,9.46,3.42,2.21,34.52,  ,0,115.15263462564373,77.86%,3943
536,https://d1mx8bduarpf8s.cloudfront.net/QmejyJ8YCvSHYXvnGC33jmdknFF5xoPVxkTnX4mVgbKcTK,Skeleton Punk #536,Erie,Zombie,Gray VR,Yellow Tracksuit,Police Hat,None,5.04,5.61,5.53,4.29,3.02,34.52,  ,0,115.10699364788393,77.88%,3944
3924,https://d1mx8bduarpf8s.cloudfront.net/QmddFjZV2PWzcQcWTfQQTBVeRQLhYLQFH2Jzryr3iibQkK,Skeleton Punk #3924,Sand Temple,Grey,3D Glasses,Hero,None,None,3.00,17.75,4.60,2.23,14.91,34.52,  ,0,115.10108975770288,77.90%,3945
4142,https://d1mx8bduarpf8s.cloudfront.net/Qme62frgNZydwDexPG2ZuKPX5zhaEkj6R9oquRw2MYM9pr,Skeleton Punk #4142,Wild West,Grey,Blue Glasses,Police Uniform,None,Rose,5.81,17.75,3.81,2.92,14.91,3.99,  ,0,115.08856515269899,77.92%,3946
176,https://d1mx8bduarpf8s.cloudfront.net/QmQP4AozhsLKMCdEU7iQsCGwjePQyx9nqT5ruqVQjppkoy,Skeleton Punk #176,Luart,Icy,Purple,Jeans Shirt,Green Hair,Silver Earring,3.28,14.08,6.18,3.89,3.53,13.72,  ,0,115.06973961102288,77.94%,3947
4512,https://d1mx8bduarpf8s.cloudfront.net/QmWtBLZNdyP4ZQvdeiWsVq8TwDzqmDgnJyeu3rULbbNzv8,Skeleton Punk #4512,Frozen Planet,Beige,Dead,Jeans Shirt,Blue Mohawk,None,4.17,16.63,4.25,3.89,3.04,34.52,  ,0,115.05346596465249,77.96%,3948
1626,https://d1mx8bduarpf8s.cloudfront.net/QmWjNc1euioohHzKwnxaRvkxE7rM4h3aa6PLFDcE3Hx35Z,Skeleton Punk #1626,Wild West,Grey,Purple,Skelly Tee,MrFrog,Cigar,5.81,17.75,6.18,7.78,1.88,10.21,15  LUNA,1551,114.98935502921269,77.98%,3949
2892,https://d1mx8bduarpf8s.cloudfront.net/Qmd5cvjec48yv4gr4fznVyr9es5tLLTD7RmA4F4J2Kr1Av,Skeleton Punk #2892,Night,Void,Gray VR,Prisoner Shirt,None,Golden Jaw,6.85,15.38,5.53,3.77,14.91,2.35,10  LUNA,1034,114.95501169878817,78.00%,3950
655,https://d1mx8bduarpf8s.cloudfront.net/QmR4JEbhUoL3GrnGAyVEorQwxjPbSsC2ib7QwCCR4ZsJdC,Skeleton Punk #655,Frozen Planet,Grey,Holy,Jeans Shirt,None,Golden Cross,4.17,17.75,2.57,3.89,14.91,7.17,  ,0,114.95005337429124,78.02%,3951
3905,https://d1mx8bduarpf8s.cloudfront.net/QmZKEvgBpHXnQPF3t94CH2JvvxfJpsvp9RsZW7GpWX4pWm,Skeleton Punk #3905,Pink Sky,Afflicted,3D Glasses,Lime Tracksuit,Cowboy Hat,Golden Cross,6.58,7.90,4.60,5.47,3.02,7.17,  ,0,114.93115367308657,78.04%,3952
2983,https://d1mx8bduarpf8s.cloudfront.net/QmYdh7A6ME8gCBWXwjfJ3imiNuirMRTqYTm8MzDFzndSoA,Skeleton Punk #2983,Wild West,Grey,Blue,Black Suit,Cowboy Hat,Big Silver Earring,5.81,17.75,7.94,3.36,3.02,6.04,  ,0,114.88972431168604,78.06%,3953
2260,https://d1mx8bduarpf8s.cloudfront.net/QmdKB41ojPXMeay69Db6Sq9Z3RCX6mMcgAkYrw36H5Gd3x,Skeleton Punk #2260,Sunrise,Beige,Blindfold,Runic Robe,Cowboy Hat,None,3.65,16.63,7.44,3.12,3.02,34.52,  ,0,114.86528279585464,78.08%,3954
2183,https://d1mx8bduarpf8s.cloudfront.net/QmRNr7MegwThjiPMnYoj8h4yYfaKEqmbDatSXmiQeHv8Mq,Skeleton Punk #2183,Pyramid,Grey,Dead,Jeans Shirt,None,Big Silver Earring,2.73,17.75,4.25,3.89,14.91,6.04,  ,0,114.8439541511538,78.10%,3955
778,https://d1mx8bduarpf8s.cloudfront.net/QmZasq2jnSEfjR1TYZdPuokruTHzrHfZCMALzcBigYMEh9,Skeleton Punk #778,New Land,Icy,Blindfold,King's Purple Robe,None,Golden Cross,3.38,14.08,7.44,2.27,14.91,7.17,  ,0,114.84126072219806,78.12%,3956
203,https://d1mx8bduarpf8s.cloudfront.net/QmNYCWJqWM3npxHMDSg8zB6vUjohWXHGibK42fQ9m8SGki,Skeleton Punk #203,Ozone,Icy,Blue,Jeans Shirt,Gray Hat,Golden Cross,3.44,14.08,7.94,3.89,3.79,7.17,  ,0,114.83384447244599,78.14%,3957
4329,https://d1mx8bduarpf8s.cloudfront.net/QmUppxnW18qq5zERpiuEeKZV5Ds7ouSyj9vB7thnMKY2of,Skeleton Punk #4329,Brick Wall,Beige,Gray VR,Prisoner Shirt,Red Pompadour,Silver Earring,4.88,16.63,5.53,3.77,2.74,13.72,3.75  LUNA,388,114.83306497543133,78.16%,3958
1212,https://d1mx8bduarpf8s.cloudfront.net/QmWGx5u68xThQQoWBAEduq8qHgZueyDgag6tYrZLUuDRLq,Skeleton Punk #1212,Mystical Desert,Cold,Black,Punk Shirt,Viking Helmet,None,4.17,5.00,9.46,6.20,2.43,34.52,  ,0,114.78298074284554,78.18%,3959
3970,https://d1mx8bduarpf8s.cloudfront.net/QmaXwgJjUkKJFpSNCZFczqTuvMrVfQSgLz88zb4XxQghgu,Skeleton Punk #3970,Pyramid,Zombie,Green,Punk Shirt,Green Hair,None,2.73,5.61,7.74,6.20,3.53,34.52,  ,0,114.75992193629743,78.20%,3960
4199,https://d1mx8bduarpf8s.cloudfront.net/QmQyucreNcYvNqZGbCkfGRATkUG9aohobeLJZqobVQyg2k,Skeleton Punk #4199,Night,Void,Cool Glasses,Skelly Tee,Police Hat,None,6.85,15.38,2.23,7.78,3.02,34.52,  ,0,114.75631734840583,78.22%,3961
1800,https://d1mx8bduarpf8s.cloudfront.net/QmQQCuuTNKcPq569kyTpGUeUYBwzG5TnTd6aLm4i2S5AuY,Skeleton Punk #1800,Pink Sky,Demon,Stoned,Motorcycle Jacket,Blue Bandana,None,6.58,8.27,3.04,5.45,3.00,34.52,5  LUNA,517,114.73688367700483,78.24%,3962
3133,https://d1mx8bduarpf8s.cloudfront.net/QmahdD3spUW2JThYYGeCkWGqVjz4FzNZE4ZWTfxnpbQL4F,Skeleton Punk #3133,Pink Sky,Icy,Blindfold,Maryjane Shirt,Purple Hair,None,6.58,14.08,7.44,3.24,2.21,34.52,  ,0,114.73131190803612,78.26%,3963
438,https://d1mx8bduarpf8s.cloudfront.net/QmTUnyrW6Fc1dDTf7vWGihGCu8k6R45sJ5ZsFYZMG6BNkq,Skeleton Punk #438,Terra Planet,Void,Holy,Lime Tracksuit,Headband,Silver Cross,5.77,15.38,2.57,5.47,4.29,9.74,  ,0,114.6867530072356,78.28%,3964
2109,https://d1mx8bduarpf8s.cloudfront.net/QmdLhXYwat23Ap5N8dntUXxqDjxrir3wLYNqi1EYBgWGBG,Skeleton Punk #2109,Night,Beige,Blue,Orange Astronaut,Blue Bandana,Cigar,6.85,16.63,7.94,2.61,3.00,10.21,  ,0,114.67932347298985,78.30%,3965
1808,https://d1mx8bduarpf8s.cloudfront.net/QmQpLQ2KyxZVNUKDy8pPNNz47T5VdBXtWbarA1rezLbBbp,Skeleton Punk #1808,Pink Sky,Zombie,Black,Hero,Headband,None,6.58,5.61,9.46,2.23,4.29,34.52,  ,0,114.65780816850628,78.32%,3966
942,https://d1mx8bduarpf8s.cloudfront.net/QmP7nYPQcMaxEL29oDTsJJkZ9Njajf9SNHQKhzZv337q37,Skeleton Punk #942,Frosty Mountains,Void,Dead,Skelly Tee,Cap,Cigar,4.30,15.38,4.25,7.78,2.59,10.21,6  LUNA,620,114.58773943303318,78.34%,3967
2603,https://d1mx8bduarpf8s.cloudfront.net/QmeKhXq3yp6CX9DG6oGSAAEXFJfYGxr2pyuZNBZkR3t2iV,Skeleton Punk #2603,Wild West,Grey,3D Glasses,Motorcycle Jacket,Purple Halo,Cigar,5.81,17.75,4.60,5.45,2.39,10.21,5.9  LUNA,610,114.58535759090334,78.36%,3968
1386,https://d1mx8bduarpf8s.cloudfront.net/QmWpCWmr4iuiSN1FjwUaWZxn5yhULVB6FRGtwmPihesvsa,Skeleton Punk #1386,Luart,Void,Blindfold,Iced Out Gold Chain,None,Silver Earring,3.28,15.38,7.44,1.99,14.91,13.72,  ,0,114.5712562524647,78.38%,3969
3151,https://d1mx8bduarpf8s.cloudfront.net/QmUVE8wrCtma7RE1E6sZcdgfWBatRajTioLqsZRurRtDzX,Skeleton Punk #3151,Retro Lightning,Lavender,Black,Prisoner Shirt,None,Silver Earring,1.99,7.50,9.46,3.77,14.91,13.72,9.5  LUNA,982,114.54365941175121,78.40%,3970
2866,https://d1mx8bduarpf8s.cloudfront.net/QmSHJruFTEM9EztYxmS1AdgKFQHxnU9jvVoZZ81DNgGWZt,Skeleton Punk #2866,Night,Icy,Gray VR,Thorstarter Shirt,Pirate Hat,None,6.85,14.08,5.53,2.84,2.73,34.52,  ,0,114.54110253200692,78.42%,3971
4034,https://d1mx8bduarpf8s.cloudfront.net/QmNzGFWuKy7i58Czt67WFpPCPBfQeCrB3P45hTLQxwABfV,Skeleton Punk #4034,Sunrise,Cold,Gray VR,Skelly Tee,Blue Bandana,None,3.65,5.00,5.53,7.78,3.00,34.52,3.2  LUNA,331,114.54010405884863,78.44%,3972
474,https://d1mx8bduarpf8s.cloudfront.net/Qmax62N7fwS6a53MYd5cr4MVszey3X75mAcgXaXmcj6GDC,Skeleton Punk #474,Terra Planet,Icy,3D Glasses,Punk Shirt,Cap,Golden Earring,5.77,14.08,4.60,6.20,2.59,7.39,7.5  LUNA,776,114.50273966107075,78.46%,3973
4372,https://d1mx8bduarpf8s.cloudfront.net/QmcNWtyZVQke5L5bGstGBw2hhsbMnccHM4jsjFcKBq1gKU,Skeleton Punk #4372,New Land,Icy,Gray VR,Motorcycle Jacket,Green Pompadour,Silver Cross,3.38,14.08,5.53,5.45,3.22,9.74,  ,0,114.48924968852558,78.48%,3974
895,https://d1mx8bduarpf8s.cloudfront.net/QmcYM5KdGRQe88tvz3NkfVmZydi6sGugx76m77uQ3qxpzx,Skeleton Punk #895,Pink Sky,Icy,Blue,Orange Astronaut,Black Hair,Golden Earring,6.58,14.08,7.94,2.61,3.61,7.39,5.9  LUNA,610,114.48248088735446,78.50%,3975
1383,https://d1mx8bduarpf8s.cloudfront.net/QmRhKbbA4VNUFGZwaANbi69fpkWjdBKq3EJ9khRddi4ewE,Skeleton Punk #1383,Purple Graveyard,Icy,Purple,Cyber Arm,Green Hair,Golden Earring,4.98,14.08,6.18,3.42,3.53,7.39,5  LUNA,517,114.47882217072815,78.52%,3976
2966,https://d1mx8bduarpf8s.cloudfront.net/QmWgh8n6wt9MVRT9ykhHcTWJ89trsxHBusg2BDbW4dYEJR,Skeleton Punk #2966,Wild West,Demon,Purple,Orange Astronaut,Black Hair,None,5.81,8.27,6.18,2.61,3.61,34.52,  ,0,114.42211507115488,78.53%,3977
3652,https://d1mx8bduarpf8s.cloudfront.net/QmSQ8TT2af5qzX6mFvywoYdhG7n1P5AsxCQi3pc483493M,Skeleton Punk #3652,Purple Retro.jpg,Beige,Blindfold,Punk Shirt,Leaf Wreath,Golden Earring,3.67,16.63,7.44,6.20,2.63,7.39,  ,0,114.41510243261948,78.55%,3978
112,https://d1mx8bduarpf8s.cloudfront.net/QmVKL3TNTWmqk84F5H89wYccDAZ93dcF7YrzNbhhAWU1WP,Skeleton Punk #112,Terra Planet,Beige,Eyepatch,Maryjane Shirt,Black Pompadour,Golden Earring,5.77,16.63,5.19,3.24,3.65,7.39,  ,0,114.40259909194081,78.57%,3979
2174,https://d1mx8bduarpf8s.cloudfront.net/QmVtaM2P17HZ6sNpmzRrp3UheSHopqc6npBPt9RNU5s93F,Skeleton Punk #2174,Sunrise,Void,Blue Glasses,Lime Tracksuit,Cowboy Hat,None,3.65,15.38,3.81,5.47,3.02,34.52,  ,0,114.38860962537306,78.59%,3980
640,https://d1mx8bduarpf8s.cloudfront.net/QmaYNjLNMAHZrfdQ3zzjfRMfWpFbQnJsRS92usKLBEfdMN,Skeleton Punk #640,Night,Demon,Purple VR,Wizard's Robe,None,Silver Earring,6.85,8.27,3.73,2.13,14.91,13.72,  ,0,114.35573418278179,78.61%,3981
5030,https://d1mx8bduarpf8s.cloudfront.net/QmPMjAn8VPmCGHmNNFWCupsbdwjDTn4SGfb7B6JcEbuVVJ,Skeleton Punk #5030,Purple Retro.jpg,Void,Light Blue Glasses,Punk Shirt,Blue Bandana,Silver Earring,3.67,15.38,4.19,6.20,3.00,13.72,  ,0,114.34274969693472,78.63%,3982
2203,https://d1mx8bduarpf8s.cloudfront.net/QmezSDpw1STvp64EkVQuQHDqWBZKLdeNooiSS7FCkwfBGc,Skeleton Punk #2203,Red Retro.jpg,Grey,Dead,Skelly Tee,Green Headphones,Silver Earring,2.88,17.75,4.25,7.78,3.30,13.72,  ,0,114.3338214585274,78.65%,3983
1244,https://d1mx8bduarpf8s.cloudfront.net/QmSaRigjWGfriR8YS65PT7nKRw4D1JQLH3ErmCLS3FnSy2,Skeleton Punk #1244,Sunrise,Beige,Cool Glasses,Prisoner Shirt,None,None,3.65,16.63,2.23,3.77,14.91,34.52,  ,0,114.31878299155329,78.67%,3984
5006,https://d1mx8bduarpf8s.cloudfront.net/QmeNBj71kHd6cES5gg2ETQK5XHLjduJgXzPksjYVtjo4sd,Skeleton Punk #5006,Night,Icy,Black,Knight,Gray Hat,None,6.85,14.08,9.46,1.90,3.79,34.52,  ,0,114.290094457905,78.69%,3985
1649,https://d1mx8bduarpf8s.cloudfront.net/QmcoKRMQKnCVy9EavJx4CjCVZCgEc4VT8foR7m8mJTTXrR,Skeleton Punk #1649,Sunrise,Void,Gray VR,Motorcycle Jacket,Pirate Hat,Silver Earring,3.65,15.38,5.53,5.45,2.73,13.72,  ,0,114.28913830333236,78.71%,3986
1767,https://d1mx8bduarpf8s.cloudfront.net/QmS1sR19GV3Z9vzS2okrec6aNBqrAg2xWSaU4G4KA3WgwP,Skeleton Punk #1767,Night,Grey,Gray VR,Runic Robe,Black Pompadour,Big Silver Earring,6.85,17.75,5.53,3.12,3.65,6.04,  ,0,114.28492519303342,78.73%,3987
4307,https://d1mx8bduarpf8s.cloudfront.net/QmVsmyJMrYCiBqhTo8HkQN6GVqdpTyd3ejHAAdkXN1MbpY,Skeleton Punk #4307,Red Retro.jpg,Void,Blindfold X,Skelly Tee,None,None,2.88,15.38,1.97,7.78,14.91,34.52,  ,0,114.2826751733823,78.75%,3988
1748,https://d1mx8bduarpf8s.cloudfront.net/QmfU7qckMuVuPkjS8tyhxsPmGB8hAoKgd6aLxH1beLPkSV,Skeleton Punk #1748,Lunar Landing,Demon,Blue,Black Suit,Gray Hat,None,3.28,8.27,7.94,3.36,3.79,34.52,  ,0,114.24921834191632,78.77%,3989
4485,https://d1mx8bduarpf8s.cloudfront.net/Qmascw2a2z6GpFfaFNcEMfWpPhahTg9bQTyTYFDQQ41Mn4,Skeleton Punk #4485,Ozone,Grey,Blindfold,Prisoner Shirt,Purple Mohawk,Silver Earring,3.44,17.75,7.44,3.77,3.10,13.72,  ,0,114.22293150186623,78.79%,3990
3962,https://d1mx8bduarpf8s.cloudfront.net/QmVX4TwKastQuYoaKFy84j3o8UJVgxunKDpG8Skp6M92C5,Skeleton Punk #3962,Sand Temple,Void,Green,Jeans Shirt,Blue Mohawk,None,3.00,15.38,7.74,3.89,3.04,34.52,  ,0,114.22052448023352,78.81%,3991
2114,https://d1mx8bduarpf8s.cloudfront.net/Qmaddf44sdhYVnTMcPSmFy6hL3VtSLu6irdCvu2EkJBvsH,Skeleton Punk #2114,Gray Graveyard,Afflicted,Gray VR,Jeans Shirt,Black Pompadour,Big Silver Earring,7.25,7.90,5.53,3.89,3.65,6.04,  ,0,114.17165574549138,78.83%,3992
2231,https://d1mx8bduarpf8s.cloudfront.net/QmdDLi8gYdQFuDwBLGsXS2kUmXWChismWJuVHv4WQwcrck,Skeleton Punk #2231,Sand Temple,Grey,Blue,Punk Shirt,Blue Mohawk,Golden Earring,3.00,17.75,7.94,6.20,3.04,7.39,  ,0,114.09634224182524,78.85%,3993
654,https://d1mx8bduarpf8s.cloudfront.net/QmPn7b8g94hq28Y783L4V1bvgFQsyH5aprn9hWoUMWuSXS,Skeleton Punk #654,Barren Night,Void,Gray VR,Jeans Shirt,Green Pompadour,None,3.36,15.38,5.53,3.89,3.22,34.52,  ,0,114.04468501890227,78.87%,3994
781,https://d1mx8bduarpf8s.cloudfront.net/QmdGm3GRrwpTWN2jAFFGLotaC7F1Em1AAu3g8KfmKzbHLr,Skeleton Punk #781,Wild West,Cold,Blindfold,Motorcycle Jacket,Green Pompadour,Golden Cross,5.81,5.00,7.44,5.45,3.22,7.17,  ,0,114.03838478797749,78.89%,3995
1368,https://d1mx8bduarpf8s.cloudfront.net/QmVBbzwxSGoZvmAAES5F4pnfxfXdSUUJQjdF8RisWkW1wQ,Skeleton Punk #1368,Purple Retro.jpg,Icy,Blue Glasses,Skelly Tee,Blue Bandana,Silver Earring,3.67,14.08,3.81,7.78,3.00,13.72,  ,0,114.02144499935854,78.91%,3996
1134,https://d1mx8bduarpf8s.cloudfront.net/QmSutupuf8G7Pya3CtNnkk13tptnj3ALrNdxZ7439rnEbn,Skeleton Punk #1134,Brick Wall,Demon,Purple,Jetpack Suit,None,None,4.88,8.27,6.18,1.80,14.91,34.52,  ,0,114.01951847212071,78.93%,3997
1895,https://d1mx8bduarpf8s.cloudfront.net/QmRjmau1qRs6P5bebv6xdCdBXTUYnzUapubs6PsK3s4Gvh,Skeleton Punk #1895,Barren Night,Icy,Light Blue Glasses,Lime Tracksuit,Military Cap,Silver Earring,3.36,14.08,4.19,5.47,3.61,13.72,  ,0,114.01746256911916,78.95%,3998
2637,https://d1mx8bduarpf8s.cloudfront.net/QmdKupEKXCS5vhpu3wtW8qFUKbbZz4VTpJJv4QWToS93Tc,Skeleton Punk #2637,Erie,Void,Black,Maryjane Shirt,Purple Mohawk,Golden Cross,5.04,15.38,9.46,3.24,3.10,7.17,  ,0,114.01472950381958,78.97%,3999
527,https://d1mx8bduarpf8s.cloudfront.net/QmW7quNMkdhfkC2UhGckgE2k2nz84Z9YTodusGXFRJU3Z2,Skeleton Punk #527,Pink Sky,Beige,Stoned,Skelly Tee,Police Hat,Golden Cross,6.58,16.63,3.04,7.78,3.02,7.17,  ,0,114.00582018879614,78.99%,4000
1970,https://d1mx8bduarpf8s.cloudfront.net/QmSgdEeQwQisTBy7gqXtLyhXfTBAL2dogvhiXKK68jnivB,Skeleton Punk #1970,Erie,Grey,Green,Punk Shirt,Red Bandana,Silver Cross,5.04,17.75,7.74,6.20,2.03,9.74,  ,0,113.97435870165287,79.01%,4001
517,https://d1mx8bduarpf8s.cloudfront.net/QmSntcgwLs8VoFDfx2s4HS4b5usgrjap19FdgPQHpVPdLN,Skeleton Punk #517,Night,Beige,Blue,Iced Out Gold Chain,Black Hair,None,6.85,16.63,7.94,1.99,3.61,34.52,27.5  LUNA,2844,113.91269682976076,79.03%,4002
4594,https://d1mx8bduarpf8s.cloudfront.net/QmPiYBmJ7sFG9MpbbDUk1T9DZMBVwUpATLBcTNt4YtNRTo,Skeleton Punk #4594,Frosty Mountains,Icy,Frosty,Yellow Tracksuit,None,None,4.30,14.08,1.97,4.29,14.91,34.52,  ,0,113.9124575596808,79.05%,4003
681,https://d1mx8bduarpf8s.cloudfront.net/QmS5Y8GCYPLtv9vRCZ66zoto91GeYYXbnPB7aUd44UNY96,Skeleton Punk #681,Lunar Landing,Void,Blue,Yellow Tracksuit,None,Big Golden Earring,3.28,15.38,7.94,4.29,14.91,2.92,  ,0,113.86358738466447,79.07%,4004
880,https://d1mx8bduarpf8s.cloudfront.net/QmR6XkmsB78DYuMag2fzeat1bmZZhNXVdiswCPd2cKEJVy,Skeleton Punk #880,Night,Demon,Blue,Toxic,None,Silver Cross,6.85,8.27,7.94,1.74,14.91,9.74,15  LUNA,1551,113.80113830965168,79.09%,4005
2623,https://d1mx8bduarpf8s.cloudfront.net/QmQDng7XugFjh17bEc59UsoRXX3Q7FM91rt3wdS4F6rsud,Skeleton Punk #2623,Terra Planet,Afflicted,3D Glasses,Lime Tracksuit,White Hair,Golden Cross,5.77,7.90,4.60,5.47,3.36,7.17,  ,0,113.75660829773538,79.11%,4006
3838,https://d1mx8bduarpf8s.cloudfront.net/QmVwm9CYSw6GZTX2P527DckbiFHZ6V9FKB4ep2dkc77TgF,Skeleton Punk #3838,Gray Graveyard,Lavender,Black,Punk Shirt,Blue Headphones,Silver Cross,7.25,7.50,9.46,6.20,2.01,9.74,  ,0,113.74295859667649,79.13%,4007
744,https://d1mx8bduarpf8s.cloudfront.net/QmQmU7tqu3YyVSfNtAe7GLK9Fzqr8wXF3K4zbsTw3dZWQm,Skeleton Punk #744,Frozen Planet,Icy,Black,Witch Pads,None,Silver Cross,4.17,14.08,9.46,1.82,14.91,9.74,  ,0,113.69697764683234,79.15%,4008
5008,https://d1mx8bduarpf8s.cloudfront.net/QmZWVQkPgizVAorvLeE2cziiSh4xwnddd1MPaaRm6cPkBr,Skeleton Punk #5008,Frozen Planet,Void,3D Glasses,Maryjane Shirt,Black Hair,None,4.17,15.38,4.60,3.24,3.61,34.52,  ,0,113.6817525275764,79.17%,4009
231,https://d1mx8bduarpf8s.cloudfront.net/Qma7Ye1iFKh7tJGoUW1dGjFJcu7c7b43C1k3Btpd1FUy8j,Skeleton Punk #231,Pink Sky,Demon,Purple,Maryjane Shirt,Red Pompadour,None,6.58,8.27,6.18,3.24,2.74,34.52,  ,0,113.67876842801319,79.19%,4010
3333,https://d1mx8bduarpf8s.cloudfront.net/QmP1udi4Yw26YUbeQdsGSs2K8Zj4bcePU2YoCU7jdqBSsC,Skeleton Punk #3333,Erie,Beige,Green,Prisoner Shirt,Leaf Wreath,Silver Cross,5.04,16.63,7.74,3.77,2.63,9.74,  ,0,113.65152490681731,79.21%,4011
2151,https://d1mx8bduarpf8s.cloudfront.net/QmUZ8fvyjNx4kzuhKsq2UWaxveV2b1cvhJrqtazGmqv4Xc,Skeleton Punk #2151,Frosty Mountains,Grey,Green,Police Uniform,Green Headphones,Silver Earring,4.30,17.75,7.74,2.92,3.30,13.72,4.85  LUNA,502,113.60655106273258,79.23%,4012
4427,https://d1mx8bduarpf8s.cloudfront.net/QmbCwjoA9YWiXxyEPDxtRME5gVwrvkhNdgrJijSS6VKRLy,Skeleton Punk #4427,Purple Graveyard,Icy,Purple,Police Uniform,Police Hat,None,4.98,14.08,6.18,2.92,3.02,34.52,15  LUNA,1551,113.58781672850957,79.25%,4013
3923,https://d1mx8bduarpf8s.cloudfront.net/QmTTcQsA13fM5hFBoGe6BGssDSxSnMGAS3uTDizyji8Vxi,Skeleton Punk #3923,Frosty Mountains,Cold,Blindfold,Jeans Shirt,Green Hair,None,4.30,5.00,7.44,3.89,3.53,34.52,  ,0,113.57064053881653,79.27%,4014
3535,https://d1mx8bduarpf8s.cloudfront.net/QmRCbbbuf9zK4wqVjvVcECiLYJYkFq9RFpf5tZiCPFvGS9,Skeleton Punk #3535,Night,Afflicted,Stoned,Punk Shirt,Headband,Golden Cross,6.85,7.90,3.04,6.20,4.29,7.17,  ,0,113.55098411360626,79.29%,4015
3706,https://d1mx8bduarpf8s.cloudfront.net/QmVRrzbkjSGotwLV2dGdEsP8skrQ5UFLemL7sTmv3Qwitj,Skeleton Punk #3706,Sunrise,Demon,Blue,Maryjane Shirt,Military Cap,None,3.65,8.27,7.94,3.24,3.61,34.52,  ,0,113.50311185241489,79.30%,4016
1318,https://d1mx8bduarpf8s.cloudfront.net/QmXVZ5WPcJmAg3NLtbVd7KW3jiwoR4VPhBdw5TBMzLwDHH,Skeleton Punk #1318,Terra Planet,Afflicted,Purple,Yellow Tracksuit,Pirate Hat,Silver Earring,5.77,7.90,6.18,4.29,2.73,13.72,  ,0,113.49976813056257,79.32%,4017
4768,https://d1mx8bduarpf8s.cloudfront.net/QmPUJGRP2AXqZ8nUTzij1Gv3ztuKMcGcFHMUiSLwJeCCKi,Skeleton Punk #4768,Night,Beige,Blue Glasses,Solar Powered,None,Silver Cross,6.85,16.63,3.81,2.01,14.91,9.74,  ,0,113.47240255832271,79.34%,4018
4156,https://d1mx8bduarpf8s.cloudfront.net/QmavvdogeXFJW3MfX5Gt5je1w8qUv3tqN9mDmuz11MSvEE,Skeleton Punk #4156,Pink Sky,Zombie,Blue,Runic Robe,Blue Mohawk,None,6.58,5.61,7.94,3.12,3.04,34.52,6.5  LUNA,672,113.46598301420731,79.36%,4019
4486,https://d1mx8bduarpf8s.cloudfront.net/QmRpV3T2sVXjyWnyjFNMLVrxcP3eBArsM6c65AP6dK62zx,Skeleton Punk #4486,Sand Temple,Lavender,Black,Punk Shirt,Green Headphones,Cigar,3.00,7.50,9.46,6.20,3.30,10.21,4.2  LUNA,434,113.45984313025532,79.38%,4020
1334,https://d1mx8bduarpf8s.cloudfront.net/QmTjbvrUuMkEQxVVqq497pVttiLFDcgVDdTo2ZQ9v9zjcR,Skeleton Punk #1334,Wild West,Zombie,Green,Cyber Arm,Blue Bandana,None,5.81,5.61,7.74,3.42,3.00,34.52,  ,0,113.45833400423705,79.40%,4021
77,https://d1mx8bduarpf8s.cloudfront.net/QmYrE9fW77KmgaTDRjrhqfjToYZXauUNc365oiWLL69yhc,Skeleton Punk #77,Night,Grey,3D Glasses,Yellow Tracksuit,Purple Hair,None,6.85,17.75,4.60,4.29,2.21,34.52,  ,0,113.40820741037412,79.42%,4022
228,https://d1mx8bduarpf8s.cloudfront.net/QmX7vNRMWkrMX3mb5Vs5BTRbaZ7vRwYAa6BFeYchUc2TGz,Skeleton Punk #228,Sunrise,Afflicted,Green,Police Uniform,Headband,None,3.65,7.90,7.74,2.92,4.29,34.52,  ,0,113.4009872377066,79.44%,4023
4528,https://d1mx8bduarpf8s.cloudfront.net/QmdEpoS6qdg7cpVDtNVomUAww6zhTsMZ6p7icBT3NKCqtW,Skeleton Punk #4528,Red Retro.jpg,Void,Green,Motorcycle Jacket,None,Big Golden Earring,2.88,15.38,7.74,5.45,14.91,2.92,  ,0,113.37526777369649,79.46%,4024
